slope,elev_5x5_rel,elev_5x5_std_dev,slope_5x5_std_dev,twi_10m,twi_100m,dd_s,dd_h,dd_v,label
89.99787,0.94556886,2.766772,0.0009540503,11.0104685,-3.189935,132.08392,130.90608,15.641301,1
89.99838,1.3047315,5.179034,0.00018687277,15.293059,-3.4068692,0.0,0.0,0.0,1
89.99517,2.1034424,2.191571,0.0009050636,16.668215,-1.8144095,0.0,0.0,0.0,1
89.998314,0.921958,3.9861026,0.00092723954,8.518615,-4.9896317,206.825,199.71153,48.591965,1
89.99737,2.3971386,3.7414107,0.0005769658,18.203993,-3.3552208,0.0,0.0,0.0,1
89.99631,0.44914305,1.7029891,0.0022858207,9.373405,-0.68217933,12.589221,12.429772,1.9973145,1
89.977234,-0.0067651365,0.3098165,0.01105973,10.67957,0.4920292,105.34863,105.25484,4.259076,1
89.99664,-0.15235351,2.2712116,0.0011779725,9.829069,1.0888926,35.455315,34.866974,5.6014843,1
0.0,-2.728484e-12,0.0,0.0,12.299703,15.880307,281.28644,281.28644,0.0,1
89.97733,-0.13891602,0.3156927,0.008381785,9.440312,-1.0793962,75.56708,75.55292,1.1615906,1
0.0,-3.410605e-13,0.0,0.0,12.935916,13.292058,272.97412,272.97412,0.0,1
73.59768,0.020664062,0.04753289,43.775517,11.704723,-1.4667932,69.86895,69.86895,0.0,1
89.9976,1.0970752,3.116373,0.00094640144,17.690657,-0.23521806,0.0,0.0,0.0,1
0.0,-8.526513e-13,0.0,0.0,14.452889,2.2340882,81.48566,81.48566,0.0,1
89.99736,-0.05362427,2.4718475,0.0013940968,8.723879,-2.8367736,33.889782,33.59508,3.9048526,1
89.9968,2.7868457,3.728683,0.0007826312,15.236985,-3.7456305,0.0,0.0,0.0,1
89.995575,3.0335865,2.856551,0.0010089928,18.731697,-2.4152644,0.0,0.0,0.0,1
89.984726,1.0925317,0.81268007,0.0034070178,20.957653,2.302634,0.0,0.0,0.0,1
89.999016,0.15430664,6.341408,0.00020964621,8.103478,-3.8588283,55.348385,48.607006,26.11507,1
